6	37913111	3
6	37913112	3
6	37913113	3
6	37913114	3
6	37913115	3
6	37913116	3
6	37913117	3
6	37913118	3
6	37913119	3
6	37913120	3
6	37913121	3
6	37913122	3
6	37913123	3
6	37913124	3
6	37913125	3
6	37913126	3
6	37913127	3
6	37913128	3
6	37913129	3
6	37913130	3
6	37913131	3
6	37913132	4
6	37913133	4
6	37913134	4
6	37913135	5
6	37913136	5
6	37913137	5
6	37913138	5
6	37913139	5
6	37913140	5
6	37913141	5
6	37913142	5
6	37913143	5
6	37913144	5
6	37913145	5
6	37913146	4
6	37913147	4
6	37913148	5
6	37913149	5
6	37913150	5
6	37913151	5
6	37913152	5
6	37913153	5
6	37913154	5
6	37913155	5
6	37913156	5
6	37913157	5
6	37913158	5
6	37913159	5
6	37913160	5
6	37913161	6
6	37913162	6
6	37913163	6
6	37913164	6
6	37913165	6
6	37913166	6
6	37913167	6
6	37913168	7
6	37913169	7
6	37913170	7
6	37913171	7
6	37913172	7
6	37913173	7
6	37913174	7
6	37913175	7
6	37913176	7
6	37913177	7
6	37913178	7
6	37913179	7
6	37913180	7
6	37913181	7
6	37913182	7
6	37913183	8
6	37913184	8
6	37913185	8
6	37913186	8
6	37913187	8
6	37913188	7
6	37913189	7
6	37913190	7
6	37913191	7
6	37913192	7
6	37913193	7
6	37913194	7
6	37913195	7
6	37913196	7
6	37913197	7
6	37913198	7
6	37913199	7
6	37913200	6
6	37913201	6
6	37913202	6
6	37913203	6
6	37913204	6
6	37913205	6
6	37913206	6
6	37913207	6
6	37913208	6
6	37913209	6
6	37913210	6
6	37913211	6
6	37913212	6
6	37913213	6
6	37913214	6
6	37913215	6
6	37913216	6
6	37913217	6
6	37913218	6
6	37913219	7
6	37913220	7
6	37913221	7
6	37913222	6
6	37913223	6
6	37913224	6
6	37913225	5
6	37913226	5
6	37913227	7
6	37913228	7
6	37913229	7
6	37913230	7
6	37913231	7
6	37913232	7
6	37913233	7
6	37913234	7
6	37913235	7
6	37913236	7
6	37913237	7
6	37913238	6
6	37913239	6
6	37913240	6
6	37913241	6
6	37913242	6
6	37913243	6
6	37913244	6
6	37913245	6
6	37913246	6
6	37913247	6
6	37913248	6
6	37913249	6
6	37913250	7
6	37913251	6
6	37913252	6
6	37913253	6
6	37913254	7
6	37913255	7
6	37913256	7
6	37913257	7
6	37913258	8
6	37913259	8
6	37913260	8
6	37913261	8
6	37913262	8
6	37913263	8
6	37913264	8
6	37913265	8
6	37913266	8
6	37913267	8
6	37913268	9
6	37913269	9
6	37913270	9
6	37913271	9
6	37913272	9
6	37913273	8
6	37913274	8
6	37913275	8
6	37913276	8
6	37913277	8
6	37913278	8
6	37913279	8
6	37913280	8
6	37913281	8
6	37913282	8
6	37913283	8
6	37913284	8
6	37913285	8
6	37913286	8
6	37913287	8
6	37913288	8
6	37913289	8
6	37913290	8
6	37913291	8
6	37913292	8
6	37913293	8
6	37913294	8
6	37913295	8
6	37913296	8
6	37913297	8
6	37913298	8
6	37913299	8
6	37913300	8
6	37913301	8
6	37913302	8
6	37913303	8
6	37913304	8
6	37913305	8
6	37913306	8
6	37913307	8
6	37913308	8
6	37913309	7
6	37913310	7
6	37913311	8
6	37913312	8
6	37913313	8
6	37913314	8
6	37913315	8
6	37913316	8
6	37913317	6
6	37913318	6
6	37913319	6
6	37913320	6
6	37913321	6
6	37913322	6
6	37913323	6
6	37913324	6
6	37913325	6
6	37913326	6
6	37913327	6
6	37913328	6
6	37913329	6
6	37913330	6
6	37913331	6
6	37913332	6
6	37913333	6
6	37913334	6
6	37913335	6
6	37913336	6
6	37913337	6
6	37913338	6
6	37913339	6
6	37913340	5
6	37913341	5
6	37913342	7
6	37913343	7
6	37913344	6
6	37913345	6
6	37913346	6
6	37913347	6
6	37913348	4
6	37913349	4
6	37913350	4
6	37913351	4
6	37913352	4
6	37913353	4
6	37913354	4
6	37913355	3
6	37913356	3
6	37913357	3
6	37913358	3
6	37913359	3
6	37913360	3
6	37913361	3
6	37913362	3
6	37913363	3
6	37913364	3
6	37913365	3
6	37913366	3
6	37913367	3
6	37913368	3
6	37913369	3
6	37913370	4
6	37913371	4
6	37913372	4
6	37913373	4
6	37913374	4
6	37913375	4
6	37913376	4
6	37913377	4
6	37913378	4
6	37913379	4
6	37913380	4
6	37913381	4
6	37913382	4
6	37913383	4
6	37913384	4
6	37913385	4
6	37913386	4
6	37913387	4
6	37913388	4
6	37913389	4
6	37913390	4
6	37913391	4
6	37913392	4
6	37913393	4
6	37913394	5
6	37913395	5
6	37913396	5
6	37913397	5
6	37913398	5
6	37913399	5
6	37913400	5
6	37913401	5
6	37913402	5
6	37913403	5
6	37913404	5
6	37913405	5
6	37913406	5
6	37913407	5
6	37913408	5
6	37913409	5
6	37913410	5
6	37913411	5
6	37913412	5
6	37913413	5
6	37913414	5
6	37913415	5
6	37913416	5
6	37913417	5
6	37913418	6
6	37913419	6
6	37913420	6
6	37913421	6
6	37913422	6
6	37913423	6
6	37913424	6
6	37913425	6
6	37913426	6
6	37913427	6
6	37913428	6
6	37913429	6
6	37913430	6
6	37913431	6
6	37913432	4
6	37913433	4
6	37913434	4
6	37913435	4
6	37913436	4
6	37913437	4
6	37913438	4
6	37913439	4
6	37913440	4
6	37913441	4
6	37913442	4
6	37913443	4
6	37913444	4
6	37913445	4
6	37913446	4
6	37913447	4
6	37913448	4
6	37913449	4
6	37913450	4
6	37913451	4
6	37913452	4
6	37913453	4
6	37913454	4
6	37913455	4
6	37913456	4
6	37913457	4
6	37913458	4
6	37913459	4
6	37913460	3
6	37913461	3
6	37913462	3
6	37913463	3
6	37913464	3
6	37913465	3
6	37913466	3
6	37913467	3
6	37913468	3
6	37913469	3
6	37913470	3
6	37913471	4
6	37913472	4
6	37913473	4
6	37913474	4
6	37913475	4
6	37913476	4
6	37913477	4
6	37913478	4
6	37913479	4
6	37913480	4
6	37913481	5
6	37913482	5
6	37913483	5
6	37913484	4
6	37913485	4
6	37913486	4
6	37913487	5
6	37913488	5
6	37913489	5
6	37913490	6
6	37913491	5
6	37913492	5
6	37913493	5
6	37913494	5
6	37913495	5
6	37913496	5
6	37913497	5
6	37913498	5
6	37913499	5
6	37913500	5
6	37913501	5
6	37913502	5
6	37913503	5
6	37913504	5
6	37913505	6
